,home,score
1757,Afghanistan,116.0
3629,South Western Districts,116.0
468,Guyana,116.0
55,Eastern Cape,116.0
3114,Northamptonshire,116.0
3746,Kolkata Knight Riders,116.0
954,Chennai Super Kings,116.0
5132,Namibia,116.0
3744,Pune Warriors,116.0
895,Basnahira North,116.0
4423,Royal Challengers Bangalore,116.0
2170,Haryana,116.0
965,Middlesex,116.0
6110,Pakistan,116.0
2987,Kings XI Punjab,116.0
3823,Derbyshire,116.0
1008,Derbyshire,116.0
159,Lahore Lions,116.0
1942,Nottinghamshire,116.0
2637,Northern Districts,116.0
5518,Haryana,116.0
2062,Barbados,116.0
5276,Northamptonshire,115.0
366,Hyderabad Hawks,115.0
641,Punjab,115.0
3467,Barisal Burners,115.0
2974,Chennai Super Kings,115.0
642,Railways,115.0
2792,Ireland,115.0
3032,Chennai Super Kings,115.0
3855,Warwickshire,115.0
44,Sussex,115.0
5041,Royal Challengers Bangalore,115.0
3286,Lahore Eagles,115.0
5754,Islamabad United,115.0
3298,Islamabad Leopards,115.0
267,Sri Lanka Air Force Sports Club,115.0
1953,Somerset,115.0
148,Western Province Boland,115.0
137,Western Province Boland,115.0
876,Dolphins,115.0
1630,Punjab,115.0
1820,Glamorgan,115.0
128,Chilaw Marians Cricket Club,115.0
3700,Delhi Daredevils,115.0
2846,Punjab,114.0
2836,Railways,114.0
4519,Antigua Hawksbills,114.0
501,Karachi Dolphins,114.0
563,Burgher Recreation Club,114.0
2109,Andhra,114.0
4311,Bangladesh,114.0
4741,Canterbury,114.0
2597,Canada,114.0
646,Haryana,114.0
1301,England,114.0
3324,Sydney Sixers,114.0
5669,Perth Scorchers,114.0
2863,Bengal,114.0
2153,Baroda,114.0
4010,Hong Kong,114.0
307,Victoria,114.0
1826,Worcestershire,114.0
3921,Jamaica Tallawahs,114.0
4888,Goa,114.0
3596,Namibia,114.0
5996,Glamorgan,114.0
3615,Western Province,114.0
314,Northern Districts,114.0
3669,Kenya,114.0
5064,Sunrisers Hyderabad,114.0
5481,Rangpur Riders,113.0
2306,Canada,113.0
5513,Maharashtra,113.0
1299,India,113.0
4985,Colombo Cricket Club,113.0
5847,Delhi Daredevils,113.0
4536,Gloucestershire,113.0
2727,Afghanistan,113.0
1744,Chennai Super Kings,113.0
5544,Kerala,113.0
5578,Rajasthan,113.0
339,Eagles,113.0
4262,KwaZulu-Natal Inland,113.0
2199,Pune Warriors,113.0
2048,Central Districts,113.0
1120,Queensland,113.0
2938,Burgher Recreation Club,113.0
3902,Kandurata Maroons,113.0
3280,Karachi Zebras,112.0
87,Durham,112.0
973,Derbyshire,112.0
162,Multan Tigers,112.0
5109,Guyana Amazon Warriors,112.0
1437,New South Wales,112.0
1341,Yorkshire,112.0
3987,Bermuda,112.0
900,Kolkata Knight Riders,112.0
5468,Dhaka Dynamites,112.0
2095,Tasmania,112.0
4869,Himachal Pradesh,112.0
4839,Griqualand West,112.0
1786,Zimbabwe,112.0
1080,Lahore Eagles,112.0
1738,Delhi Daredevils,112.0
6179,Chittagong Vikings,112.0
2857,Jammu & Kashmir,112.0
5317,Dera Murad Jamali Region,112.0
409,Middlesex,111.0
3130,Glamorgan,111.0
3560,Delhi,111.0
349,Lahore Lions,111.0
1172,Northern Districts,111.0
4757,Wellington,111.0
3983,Hong Kong,111.0
3777,Habib Bank Limited,111.0
2222,Rajasthan Royals,111.0
2146,Orissa,111.0
5775,KwaZulu-Natal,111.0
3605,Gauteng,111.0
2984,Delhi Daredevils,111.0
5557,Gujarat,111.0
298,Police Sports Club,111.0
4896,Andhra,111.0
1791,Canada,111.0
4882,Maharashtra,111.0
2956,Moors Sports Club,111.0
887,Basnahira South,111.0
5142,Hong Kong,110.0
920,Rajasthan Royals,110.0
1090,Pakistan,110.0
4994,Abbottabad Falcons,110.0
5117,Scotland,110.0
1063,Netherlands,110.0
4597,Sussex,110.0
4644,Glamorgan,110.0
1569,Faisalabad Wolves,110.0
5461,Auckland,110.0
4003,Denmark,110.0
1638,Maharashtra,110.0
3530,Delhi,110.0
5267,Middlesex,110.0
2371,Warwickshire,110.0
3138,Surrey,110.0
4292,South Western Districts,110.0
1404,Northamptonshire,110.0
4011,Netherlands,110.0
180,Sussex,110.0
1500,Kenya,110.0
4400,Gujarat,110.0
3141,Essex,110.0
2720,Duronto Rajshahi,110.0
5356,Easterns,109.0
590,Baroda,109.0
5597,Vidarbha,109.0
2688,Kenya,109.0
1778,West Indies,109.0
2601,Canada,109.0
697,Somerset,109.0
1196,Australia,109.0
5780,Northerns,109.0
2783,Canada,109.0
2159,Haryana,109.0
5777,Free State,109.0
5115,Guyana Amazon Warriors,109.0
3519,Services,109.0
2766,Kenya,109.0
3618,Eastern Province,109.0
5914,Guyana Amazon Warriors,109.0
1975,Victoria,108.0
6133,KwaZulu-Natal,108.0
6112,Pakistan,108.0
374,Faisalabad Wolves,108.0
4515,St Lucia Zouks,108.0
4075,Pakistan International Airlines,108.0
3477,Chittagong Kings,108.0
2566,Eastern Province,108.0
5525,Jammu & Kashmir,108.0
4109,Auckland,108.0
700,Hampshire,108.0
2089,Tasmania,108.0
3523,Jharkhand,107.0
3924,Guyana Amazon Warriors,107.0
547,Badureliya Sports Club,107.0
3544,Rajasthan,107.0
4238,Lahore Eagles,107.0
1086,Sri Lanka,107.0
1064,Kenya,107.0
3989,Hong Kong,107.0
3508,Andhra,107.0
2101,Tasmania,107.0
4690,AJK Jaguars,107.0
2182,Titans,107.0
4832,Sydney Thunder,107.0
4565,Worcestershire,107.0
1337,Kent,107.0
5150,Jersey,107.0
1243,Royal Challengers Bangalore,107.0
4859,Griqualand West,107.0
5382,Northerns,107.0
1327,Lancashire,107.0
5393,Hong Kong,107.0
649,Railways,106.0
1546,Mashonaland Eagles,106.0
1565,Faisalabad Wolves,106.0
829,St Lucia,106.0
1586,Kandurata,106.0
505,Abbottabad Rhinos,106.0
1000,Northamptonshire,106.0
462,British Virgin Islands,106.0
5489,Comilla Victorians,106.0
5523,Goa,106.0
5259,Surrey,106.0
2432,Lancashire,106.0
4883,Jammu & Kashmir,106.0
122,Colts Cricket Club,106.0
5567,Karnataka,106.0
3633,Easterns,106.0
3880,Leicestershire,106.0
3768,Scotland,106.0
1964,Royal Challengers Bangalore,106.0
4061,Water and Power Development Authority,105.0
2615,Barbados,105.0
5007,Lahore Lions,105.0
3920,St Lucia Zouks,105.0
5364,North West,105.0
3967,Sri Lanka A,105.0
5549,Jharkhand,105.0
1139,Eagles,105.0
872,Lions,105.0
4156,Melbourne Renegades,105.0
5726,India,105.0
2252,Royal Challengers Bangalore,105.0
2845,Delhi,105.0
2939,Colombo Cricket Club,105.0
4409,Baroda,105.0
3542,Bengal,105.0
4027,Canada,105.0
3282,Lahore Lions,105.0
3271,Lahore Eagles,104.0
2586,South Western Districts,104.0
2602,Guyana,104.0
694,Durham,104.0
659,Railways,104.0
2532,West Indies A,104.0
464,Nevis,104.0
3537,Haryana,104.0
2352,Middlesex,104.0
4009,Afghanistan,104.0
20,Lancashire,104.0
923,Mumbai Indians,104.0
5647,Moors Sports Club,104.0
5553,Madhya Pradesh,104.0
1214,Deccan Chargers,104.0
5547,Bengal,104.0
2841,Jharkhand,104.0
2745,Ireland,104.0
2770,Afghanistan,104.0
1075,Multan Tigers,104.0
2582,Eastern Province,103.0
5902,Zimbabwe,103.0
3326,Melbourne Renegades,103.0
689,Gloucestershire,103.0
4195,Lions,103.0
1556,Multan Tigers,103.0
2672,Sydney Thunder,103.0
1143,Warriors,103.0
4921,Assam,103.0
4944,Punjab,102.0
223,Worcestershire,102.0
777,Australia,102.0
2132,Jharkhand,102.0
2904,Dolphins,102.0
725,Gloucestershire,102.0
2947,Chilaw Marians Cricket Club,102.0
1795,Canada,102.0
322,Lions,102.0
3367,Barbados,102.0
647,Jammu & Kashmir,102.0
5348,Bahawalpur Region,102.0
617,Madhya Pradesh,102.0
4850,KwaZulu-Natal Inland,102.0
4727,Australia,102.0
1184,Kandurata,102.0
1263,Kolkata Knight Riders,102.0
957,West Indies,102.0
3278,Faisalabad Wolves,101.0
1099,Stanford Superstars,101.0
3561,Himachal Pradesh,101.0
5913,Guyana Amazon Warriors,101.0
2508,Mumbai Indians,101.0
1525,United Arab Emirates,101.0
3013,Mumbai Indians,101.0
728,Northamptonshire,101.0
5311,Lahore Region Blues,101.0
1987,Karachi Zebras,100.0
1305,New Zealand,100.0
2571,North West,100.0
2120,Assam,100.0
714,Hampshire,100.0
3194,Afghanistan,100.0
1940,Hampshire,100.0
5565,Punjab,100.0
1422,Delhi Daredevils,100.0
2975,Kolkata Knight Riders,100.0
4222,Hyderabad Hawks,100.0
3692,Pune Warriors,100.0
1059,Bermuda,100.0
5842,Kolkata Knight Riders,99.0
2613,Jamaica,99.0
3972,Pakistan,99.0
5145,Nepal,99.0
5581,Gujarat,99.0
2500,Mumbai Indians,99.0
2198,Delhi Daredevils,99.0
373,Faisalabad Wolves,99.0
1079,Abbottabad Rhinos,99.0
2416,Glamorgan,99.0
3857,Gloucestershire,99.0
3682,Rajshahi Division,99.0
1197,Centrals,99.0
5034,Delhi Daredevils,99.0
1058,Canada,99.0
658,Bengal,98.0
1818,Surrey,98.0
4233,Karachi Dolphins,98.0
3355,Combined Campuses and Colleges,98.0
3917,Antigua Hawksbills,98.0
3244,Sydney Sixers,98.0
5088,Barbados Tridents,98.0
3071,Leicestershire,98.0
5579,Andhra,98.0
796,South Australia,98.0
2320,Gloucestershire,98.0
5155,Kenya,98.0
2255,Kochi Tuskers Kerala,98.0
2466,Hyderabad Hawks,98.0
2842,Bengal,98.0
2854,Haryana,97.0
2355,Northamptonshire,97.0
5709,Ireland,97.0
4724,Australia,97.0
4064,Pakistan International Airlines,97.0
4498,Antigua Hawksbills,97.0
4397,Baroda,97.0
3844,Gloucestershire,97.0
4264,Eastern Province,97.0
207,Northamptonshire,97.0
156,Faisalabad Wolves,96.0
2797,Ireland,96.0
5946,Surrey,96.0
5476,Chittagong Vikings,96.0
465,St Vincent,96.0
4695,Northern Districts,96.0
5510,Andhra,96.0
5384,India,96.0
1642,Bengal,96.0
4046,Afghanistan,96.0
2933,Nondescripts Cricket Club,95.0
5514,Mumbai,95.0
2228,Rajasthan Royals,95.0
3499,Abbottabad Falcons,95.0
18,Derbyshire,95.0
1685,Barisal Division,95.0
5938,Guyana Amazon Warriors,95.0
27,Lancashire,95.0
3129,Hampshire,95.0
1861,Glamorgan,95.0
842,Jamaica,94.0
3209,South Africa,94.0
4240,Faisalabad Wolves,94.0
2531,Namibia,94.0
1996,Lahore Lions,94.0
3364,Jamaica,94.0
4880,Andhra,94.0
6206,Warriors,94.0
1504,Sri Lanka A,94.0
439,Lancashire,93.0
2944,Lankan Cricket Club,93.0
4345,Jammu & Kashmir,93.0
2614,Barbados,93.0
470,Cayman Islands,93.0
2992,Mumbai Indians,93.0
2631,Northern Districts,93.0
2769,Kenya,93.0
1704,Royal Challengers Bangalore,93.0
5575,Andhra,93.0
848,Northerns (Zimbabwe),93.0
755,Kenya,93.0
3985,Afghanistan,92.0
1060,Canada,92.0
868,Dolphins,92.0
281,Bloomfield Cricket and Athletic Club,92.0
4241,Karachi Dolphins,92.0
2353,Sussex,91.0
4152,Melbourne Stars,91.0
4510,Jamaica Tallawahs,91.0
5106,Trinidad & Tobago Red Steel,91.0
550,Sri Lanka Army,91.0
4986,Ragama Cricket Club,91.0
2639,Auckland,91.0
3352,Barbados,91.0
1959,England,90.0
1289,New Zealand,90.0
3198,Australia,90.0
2608,Barbados,90.0
2728,Italy,90.0
5474,Comilla Victorians,90.0
2557,Free State,90.0
3979,United Arab Emirates,89.0
2835,Punjab,89.0
6014,Warwickshire,89.0
4785,Dolphins,89.0
553,Saracens Sports Club,89.0
5140,Jersey,88.0
1077,Lahore Eagles,88.0
4350,Madhya Pradesh,87.0
4056,Port Qasim Authority,87.0
869,Cape Cobras,87.0
3311,South Africa,87.0
1011,Hampshire,87.0
402,Worcestershire,87.0
1753,Royal Challengers Bangalore,86.0
4684,Abbottabad Falcons,86.0
601,Assam,86.0
261,Bloomfield Cricket and Athletic Club,86.0
2767,Netherlands,86.0
2435,Gloucestershire,86.0
3999,Denmark,85.0
2211,Kolkata Knight Riders,85.0
2740,Denmark,85.0
5227,Yorkshire,85.0
4277,Namibia,85.0
4964,Sri Lanka Ports Authority Cricket Club,85.0
4683,AJK Jaguars,85.0
5423,Dolphins,85.0
2563,Eastern Province,85.0
5767,India,85.0
4824,Sydney Thunder,84.0
463,Dominica,84.0
5477,Comilla Victorians,84.0
1624,Assam,84.0
5728,India,84.0
2141,Haryana,84.0
3574,Delhi,84.0
1690,Dhaka Division,84.0
2743,Canada,84.0
3631,Boland,83.0
1463,New South Wales,82.0
5772,India,82.0
1192,Kandurata,82.0
1785,New Zealand,82.0
4364,Baroda,82.0
106,Lancashire,82.0
3764,West Indies A,82.0
2408,Lancashire,82.0
4257,South Africa,81.0
3734,Sunrisers Hyderabad,81.0
4829,Melbourne Renegades,81.0
2612,Barbados,81.0
4070,National Bank of Pakistan,81.0
3608,Gauteng,80.0
3980,Denmark,80.0
1497,New Zealand,79.0
4929,Gujarat,79.0
4022,Afghanistan,78.0
4302,Bangladesh,78.0
5444,Otago,78.0
3859,Somerset,78.0
4378,Andhra,77.0
3839,Essex,77.0
2600,Barbados,76.0
2028,Auckland,76.0
625,Haryana,76.0
682,Surrey,75.0
804,Australia,75.0
469,Bermuda,75.0
2018,Mashonaland Eagles,74.0
1178,Ruhuna,74.0
757,Kenya,74.0
3265,Multan Tigers,74.0
506,Karachi Dolphins,74.0
2949,Sinhalese Sports Club,74.0
5782,Western Province,73.0
3354,Barbados,73.0
5791,South Western Districts,73.0
3785,Port Qasim Authority,73.0
4733,Hong Kong,73.0
4390,Andhra,73.0
2735,Ireland,72.0
5691,Hong Kong,72.0
1062,Ireland,72.0
1065,Bermuda,71.0
4432,Rajasthan Royals,71.0
2940,Panadura Sports Club,71.0
3192,Barbados,71.0
5795,North West,70.0
826,Montserrat,70.0
883,Ruhuna,70.0
2834,Haryana,70.0
3613,Namibia,70.0
1860,Gloucestershire,69.0
92,Sussex,69.0
1083,Islamabad Leopards,69.0
289,Bloomfield Cricket and Athletic Club,69.0
934,Mumbai Indians,68.0
6217,Dolphins,68.0
713,Yorkshire,66.0
4066,Sui Northern Gas Pipelines Limited,66.0
729,Yorkshire,65.0
4898,Karnataka,65.0
561,Sinhalese Sports Club,63.0
835,Bermuda,63.0
2288,Combined Provinces,63.0
5487,Sylhet Super Stars,62.0
2559,Namibia,61.0
802,South Africa,60.0
5490,Sylhet Super Stars,60.0
4935,Andhra,59.0
5134,Ireland,54.0
3907,Barbados Tridents,53.0
1611,Andhra,51.0
5295,Glamorgan,51.0
5550,Assam,50.0
64,Titans,48.0
3500,Multan Tigers,48.0
292,Sri Lanka Air Force Sports Club,47.0
681,Kent,46.0
6144,Rangpur Riders,45.0
85,Northamptonshire,44.0
2963,Burgher Recreation Club,41.0
4320,Netherlands,40.0
1629,Jharkhand,32.0
